Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
1222450,1BFE221B,TRUE,Rx,0,8,0,0,0,0,0,0,0,0
1222790,1BFE221C,TRUE,Rx,0,8,0,0,3F,0,0,0,0,0
1223090,1BFE221E,TRUE,Rx,0,8,7D,1,0,0,0,0,0,0
1223390,1BFE2222,TRUE,Rx,0,8,0,0,58,0,7E,1C,0,0
1223690,1BFE2223,TRUE,Rx,0,8,11,1,0,0,0,0,0,0
1224030,1BFE2225,TRUE,Rx,0,8,0,0,0,0,0,0,0,0
1224330,1BFE2227,TRUE,Rx,0,8,0,0,0,0,0,4,0,0
1224670,1BFE2232,TRUE,Rx,0,8,0,0,0,0,0,0,0,0
1225010,1BFE2235,TRUE,Rx,0,8,81,4,0,0,0,0,0,0
1225310,1BFE2238,TRUE,Rx,0,8,0,0,32,0,1,1,0,0
1225650,1BFE2239,TRUE,Rx,0,8,0,1,1,0,0,0,0,0
1225950,1BFE223A,TRUE,Rx,0,8,4,1,0,0,59,0,0,0
1226250,1BFE223B,TRUE,Rx,0,8,8,0,0,0,0,0,0,0
1226590,1BFE223C,TRUE,Rx,0,8,22,0,0,0,0,0,0,0
1226930,1BFE223D,TRUE,Rx,0,8,0,0,0,0,0,0,0,5C
1227230,1BFE2248,TRUE,Rx,0,8,0,0,0,0,0,0,0,0
1299810,0000038B,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
1319690,1BFE221A,TRUE,Rx,0,8,0,A5,0,0,7E,0,0,0
1319990,1BFE2206,TRUE,Rx,0,8,46,0,0,86,0,22,0,4
1320290,1BFE2207,TRUE,Rx,0,8,46,0,0,88,0,26,1,4
1320590,1BFE2209,TRUE,Rx,0,8,0,0,1,0,10,61,12,0
1320890,1BFE2215,TRUE,Rx,0,8,60,97,9E,80,80,80,AA,9A
1321190,1BFE2216,TRUE,Rx,0,8,0,0,0,0,0,0,BF,FA
1321490,1BFE2217,TRUE,Rx,0,8,0,0,CD,B4,A5,0,0,0
1321830,1BFE2218,TRUE,Rx,0,8,0,0,0,0,0,0,0,0
1322130,1BFE2219,TRUE,Rx,0,8,0,0,0,0,0,0,0,0
1322420,1BFE221B,TRUE,Rx,0,8,0,0,0,0,0,0,0,0
1322770,1BFE221C,TRUE,Rx,0,8,0,0,3F,0,0,0,0,0
1323060,1BFE221E,TRUE,Rx,0,8,7D,1,0,0,0,0,0,0
1323360,1BFE2222,TRUE,Rx,0,8,0,0,58,0,7E,1C,0,0
1323700,1BFE2223,TRUE,Rx,0,8,11,1,0,0,0,0,0,0
1324000,1BFE2225,TRUE,Rx,0,8,0,0,0,0,0,0,0,0
1324340,1BFE2227,TRUE,Rx,0,8,0,0,0,0,0,4,0,0
1324640,1BFE2232,TRUE,Rx,0,8,0,0,0,0,0,0,0,0
1324980,1BFE2235,TRUE,Rx,0,8,81,4,0,0,0,0,0,0
1325280,1BFE2238,TRUE,Rx,0,8,0,0,32,0,1,1,0,0
1325620,1BFE2239,TRUE,Rx,0,8,0,1,1,0,0,0,0,0
1325920,1BFE223A,TRUE,Rx,0,8,4,1,0,0,63,0,0,0
1326260,1BFE223B,TRUE,Rx,0,8,12,0,0,0,0,0,0,0
1326560,1BFE223C,TRUE,Rx,0,8,22,0,0,0,0,0,0,0
1326900,1BFE223D,TRUE,Rx,0,8,0,0,0,0,0,0,0,5C
1327250,1BFE2248,TRUE,Rx,0,8,0,0,0,0,0,0,0,0
1399770,0000038B,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
1419660,1BFE220A,TRUE,Rx,0,8,2,2,2,2,0,0,1,2
